Date,Open,High,Low,Close,Adj Close,Volume
06-03-2014,76.112854,76.348572,75.442856,75.821426,67.047539,46372200
07-03-2014,75.870003,75.997147,75.150002,75.777145,67.008354,55182400
10-03-2014,75.480003,76.190002,75.477142,75.845711,67.068993,44646000
11-03-2014,76.492859,76.96286,76.084282,76.584282,67.722099,69806100
12-03-2014,76.358574,76.764282,76,76.658569,67.787781,49831600
13-03-2014,76.777145,77.094284,75.594284,75.807144,67.034889,64435700
14-03-2014,75.541428,75.841431,74.714287,74.955711,66.281975,59299800
17-03-2014,75.385712,75.709999,75.121429,75.248573,66.540955,49886200
18-03-2014,75.128571,75.995712,75.028572,75.914284,67.129631,52411800
19-03-2014,76.03714,76.605713,75.571426,75.894287,67.111969,56189000
20-03-2014,75.69857,76.095711,75.335716,75.528572,66.788559,52099600
21-03-2014,75.989998,76.25,75.190002,76.124283,67.315308,93511600
24-03-2014,76.917145,77.214287,76.437141,77.027145,68.113724,88925200
25-03-2014,77.35714,77.964287,77.084282,77.855713,68.846397,70573300
26-03-2014,78.074287,78.428574,76.980003,77.111427,68.188232,74942000
27-03-2014,77.145714,77.35714,76.445717,76.779999,67.895157,55507900
28-03-2014,76.902855,76.991432,76.321426,76.694283,67.819397,50141000
31-03-2014,77.03286,77.258568,76.561432,76.677139,67.804207,42167300
01-04-2014,76.822861,77.410004,76.681427,77.378571,68.424469,50190000
02-04-2014,77.482857,77.639999,77.18,77.507141,68.53817,45105200
03-04-2014,77.341431,77.5,76.805717,76.970001,68.063202,40586000
04-04-2014,77.115715,77.14286,75.797142,75.974289,67.182701,68812800
07-04-2014,75.431427,75.842857,74.555717,74.781425,66.127869,72462600
08-04-2014,75.027145,75.160004,74.099998,74.777145,66.124092,60972100
09-04-2014,74.662857,75.784286,74.574287,75.760002,66.993195,51542400
10-04-2014,75.811432,76.034286,74.738571,74.78286,66.12915,59913000
11-04-2014,74.14286,74.690002,73.877144,74.230003,65.640236,67929400
14-04-2014,74.557144,74.594284,73.887146,74.525711,65.901756,51418500
15-04-2014,74.324287,74.519997,73.047142,73.994286,65.431808,66622500
16-04-2014,74.007141,74.441429,73.44857,74.144287,65.564453,53691400
17-04-2014,74.285713,75.394287,74.171425,74.991432,66.313568,71083600
21-04-2014,75.048569,76.019997,74.851425,75.881432,67.100571,45637200
22-04-2014,75.472855,75.975716,75.214287,75.957146,67.167534,50640800
23-04-2014,75.580002,75.875717,74.921425,74.964287,66.289574,98735000
24-04-2014,81.172859,81.428574,80.104286,81.110001,71.724113,189977900
25-04-2014,80.647141,81.71286,80.565712,81.705711,72.250885,97568800
28-04-2014,81.828575,85.10714,81.792854,84.870003,75.049004,167371400
29-04-2014,84.82,85.139999,84.215714,84.618568,74.826683,84344400
30-04-2014,84.662857,85.632858,84.257141,84.298569,74.543709,114160200
01-05-2014,84.571426,84.971428,83.765717,84.497147,74.719299,61012000
02-05-2014,84.620003,84.885712,84.244286,84.654289,74.858269,47878600
05-05-2014,84.305717,85.85714,84.285713,85.851425,75.916885,71766800
06-05-2014,85.971428,86.344284,84.915718,84.915718,75.089447,93641100
07-05-2014,85.035713,85.327141,83.961426,84.618568,74.826683,70716100
08-05-2014,84.035713,84.915718,83.771431,83.998573,77.283211,57574300
09-05-2014,83.505714,83.75,82.904289,83.648575,76.961197,72899400
12-05-2014,83.927139,84.808571,83.914284,84.690002,77.91938,53302200
13-05-2014,84.571426,84.934288,84.385712,84.822861,78.041618,39934300
14-05-2014,84.632858,85.342857,84.534286,84.83857,78.056053,41601000
15-05-2014,84.957146,85.228569,84.005714,84.117142,77.392319,57711500
16-05-2014,84.089996,85.361427,83.628571,85.358574,78.534492,69064100
19-05-2014,85.407143,86.761429,85.332855,86.370003,79.465065,79438800
20-05-2014,86.358574,86.628571,85.818573,86.387146,79.480827,58709000
21-05-2014,86.261429,86.671425,86.008568,86.615715,79.691139,49214900
22-05-2014,86.657143,87.121429,86.300003,86.752853,79.817314,50190000
23-05-2014,86.75,87.818573,86.638573,87.732857,80.718971,58052400
27-05-2014,87.982857,89.408569,87.947144,89.375717,82.230476,87216500
28-05-2014,89.431427,89.975716,89.111427,89.144287,82.01757,78870400
29-05-2014,89.692856,90.98143,89.681427,90.76857,83.511993,94118500
30-05-2014,91.139999,92.024284,89.842857,90.428574,83.199173,141005200
02-06-2014,90.565712,90.690002,88.928574,89.807144,82.627434,92337700
03-06-2014,89.779999,91.248573,89.75,91.077141,83.795898,73177300
04-06-2014,91.062859,92.555717,90.872856,92.117142,84.752747,83870500
05-06-2014,92.314285,92.767143,91.80143,92.478569,85.085281,75951400
06-06-2014,92.842857,93.03714,92.067146,92.224289,84.851349,87484600
09-06-2014,92.699997,93.879997,91.75,93.699997,86.209076,75415000
10-06-2014,94.730003,95.050003,93.57,94.25,86.715096,62777000
11-06-2014,94.129997,94.760002,93.470001,93.860001,86.356293,45681000
12-06-2014,94.040001,94.120003,91.900002,92.290001,84.911781,54749000
13-06-2014,92.199997,92.440002,90.879997,91.279999,83.982529,54525000
16-06-2014,91.510002,92.75,91.449997,92.199997,84.828972,35561000
17-06-2014,92.309998,92.699997,91.800003,92.080002,84.718567,29726000
18-06-2014,92.269997,92.290001,91.349998,92.18,84.8106,33514000
19-06-2014,92.290001,92.300003,91.339996,91.860001,84.516167,35528000
20-06-2014,91.849998,92.550003,90.900002,90.910004,83.642128,100898000
23-06-2014,91.32,91.620003,90.599998,90.830002,83.568497,43694000
24-06-2014,90.75,91.739998,90.190002,90.279999,83.062485,39036000
25-06-2014,90.209999,90.699997,89.650002,90.360001,83.136078,36869000
26-06-2014,90.370003,91.050003,89.800003,90.900002,83.632912,32629000
27-06-2014,90.82,92,90.769997,91.980003,84.626579,64029000
30-06-2014,92.099998,93.730003,92.089996,92.93,85.50061,49482300
01-07-2014,93.519997,94.07,93.129997,93.519997,86.043442,38223000
02-07-2014,93.870003,94.059998,93.089996,93.480003,86.006638,28465000
03-07-2014,93.669998,94.099998,93.199997,94.029999,86.51268,22891800
07-07-2014,94.139999,95.989998,94.099998,95.970001,88.297592,56468000
08-07-2014,96.269997,96.800003,93.919998,95.349998,87.72715,65222000
09-07-2014,95.440002,95.949997,94.760002,95.389999,87.763939,36436000
10-07-2014,93.760002,95.550003,93.519997,95.040001,87.44194,39686000
11-07-2014,95.360001,95.889999,94.860001,95.220001,87.607529,34018000
14-07-2014,95.860001,96.889999,95.650002,96.449997,88.739197,42810000
15-07-2014,96.800003,96.849998,95.029999,95.32,87.69957,45477900
16-07-2014,96.970001,97.099998,94.739998,94.779999,87.202713,53396300
17-07-2014,95.029999,95.279999,92.57,93.089996,85.647842,57298000
18-07-2014,93.620003,94.739998,93.019997,94.43,86.880707,49988000
21-07-2014,94.989998,95,93.720001,93.940002,86.429893,39079000
22-07-2014,94.68,94.889999,94.120003,94.720001,87.14753,55197000
23-07-2014,95.419998,97.879997,95.169998,97.190002,89.420052,92918000
24-07-2014,97.040001,97.32,96.419998,97.029999,89.272858,45729000
25-07-2014,96.849998,97.839996,96.639999,97.669998,89.861679,43469000
28-07-2014,97.82,99.239998,97.550003,99.019997,91.103737,55318000
29-07-2014,99.330002,99.440002,98.25,98.379997,90.514915,43143000
30-07-2014,98.440002,98.699997,97.669998,98.150002,90.303284,33010000
31-07-2014,97.160004,97.449997,95.330002,95.599998,87.957153,56843000
01-08-2014,94.900002,96.620003,94.809998,96.129997,88.444794,48511000
04-08-2014,96.370003,96.580002,95.169998,95.589996,87.947975,39958000
05-08-2014,95.360001,95.68,94.360001,95.120003,87.515549,55933000
06-08-2014,94.75,95.480003,94.709999,94.959999,87.368324,38558000
07-08-2014,94.93,95.949997,94.099998,94.480003,87.359085,46711000
08-08-2014,94.260002,94.82,93.279999,94.739998,87.59948,41865000
11-08-2014,95.269997,96.080002,94.839996,95.989998,88.755272,36585000
12-08-2014,96.040001,96.879997,95.610001,95.970001,88.736786,33795000
13-08-2014,96.150002,97.239998,96.040001,97.239998,89.911064,31916000
14-08-2014,97.330002,97.57,96.800003,97.5,90.151459,28116000
15-08-2014,97.900002,98.190002,96.860001,97.980003,90.595291,48951000
18-08-2014,98.489998,99.370003,97.980003,99.160004,91.686363,47572000
19-08-2014,99.410004,100.68,99.32,100.529999,92.953094,69399000
20-08-2014,100.440002,101.089996,99.949997,100.57,92.990074,52699000
21-08-2014,100.57,100.940002,100.110001,100.580002,92.999329,33478000
22-08-2014,100.290001,101.470001,100.190002,101.32,93.683578,44184000
25-08-2014,101.790001,102.169998,101.279999,101.540001,93.886971,40270000
26-08-2014,101.419998,101.5,100.860001,100.889999,93.285942,33152000
27-08-2014,101.019997,102.57,100.699997,102.129997,94.43251,52369000
28-08-2014,101.589996,102.779999,101.559998,102.25,94.543472,68460000
29-08-2014,102.860001,102.900002,102.199997,102.5,94.77462,44595000
02-09-2014,103.059998,103.739998,102.720001,103.300003,95.51432,53564000
03-09-2014,103.099998,103.199997,98.580002,98.940002,91.482925,125421000
04-09-2014,98.849998,100.089996,97.790001,98.120003,90.724754,85718000
05-09-2014,98.800003,99.389999,98.309998,98.970001,91.510666,58457000
08-09-2014,99.300003,99.309998,98.050003,98.360001,90.946655,46356700
09-09-2014,99.080002,103.080002,96.139999,97.989998,90.604546,189846300
10-09-2014,98.010002,101.110001,97.760002,101,93.387672,100869600
11-09-2014,100.410004,101.440002,99.620003,101.43,93.785255,62353100
12-09-2014,101.209999,102.190002,101.080002,101.660004,93.99794,62626100
15-09-2014,102.809998,103.050003,101.440002,101.629997,93.970192,61316500
16-09-2014,99.800003,101.260002,98.889999,100.860001,93.258224,66908100
17-09-2014,101.269997,101.800003,100.589996,101.580002,93.923965,60926500
18-09-2014,101.93,102.349998,101.559998,101.790001,94.118134,37299400
19-09-2014,102.290001,102.349998,100.5,100.959999,93.350693,70902400
22-09-2014,101.800003,102.139999,100.580002,101.059998,93.443146,52788400
23-09-2014,100.599998,102.940002,100.540001,102.639999,94.904076,63402200
24-09-2014,102.160004,102.849998,101.199997,101.75,94.081146,60171800
25-09-2014,100.510002,100.709999,97.720001,97.870003,90.493599,100092000
26-09-2014,98.529999,100.75,98.400002,100.75,93.156509,62370500
29-09-2014,98.650002,100.440002,98.629997,100.110001,92.564751,49766300
30-09-2014,100.809998,101.540001,100.529999,100.75,93.156509,55264100
01-10-2014,100.589996,100.690002,98.699997,99.18,91.704857,51491300
02-10-2014,99.269997,100.220001,98.040001,99.900002,92.370575,47757800
03-10-2014,99.440002,100.209999,99.040001,99.620003,92.111702,43469600
06-10-2014,99.949997,100.650002,99.419998,99.620003,92.111702,37051200
07-10-2014,99.43,100.120003,98.730003,98.75,91.307266,42094200
08-10-2014,98.760002,101.110001,98.309998,100.800003,93.202759,57404700
09-10-2014,101.540001,102.379997,100.610001,101.019997,93.406174,77376500
10-10-2014,100.690002,102.029999,100.300003,100.730003,93.138023,66331600
13-10-2014,101.330002,101.779999,99.809998,99.809998,92.287369,53583400
14-10-2014,100.389999,100.519997,98.57,98.75,91.307266,63688600
15-10-2014,97.970001,99.150002,95.18,97.540001,90.188454,100933600
16-10-2014,95.550003,97.720001,95.410004,96.260002,89.004921,72154500
17-10-2014,97.5,99,96.809998,97.669998,90.308647,68179700
20-10-2014,98.32,99.959999,98.220001,99.760002,92.241142,77517300
21-10-2014,103.019997,103.019997,101.269997,102.470001,94.746887,94623900
22-10-2014,102.839996,104.110001,102.599998,102.989998,95.227699,68263100
23-10-2014,104.080002,105.050003,103.629997,104.830002,96.929016,71074700
24-10-2014,105.18,105.489998,104.529999,105.220001,97.289619,47053900
27-10-2014,104.849998,105.480003,104.699997,105.110001,97.187912,34187700
28-10-2014,105.400002,106.739998,105.349998,106.739998,98.695061,48060900
29-10-2014,106.650002,107.370003,106.360001,107.339996,99.249817,52687900
30-10-2014,106.959999,107.349998,105.900002,106.980003,98.916977,40654800
31-10-2014,108.010002,108.040001,107.209999,108,99.860077,44639300
03-11-2014,108.220001,110.300003,108.010002,109.400002,101.154572,52282600
04-11-2014,109.360001,109.489998,107.720001,108.599998,100.414879,41574400
05-11-2014,109.099998,109.300003,108.129997,108.860001,100.655266,37435900
06-11-2014,108.599998,108.790001,107.800003,108.699997,100.94313,34968500
07-11-2014,108.75,109.32,108.550003,109.010002,101.23101,33691500
10-11-2014,109.019997,109.330002,108.669998,108.830002,101.063866,27195500
11-11-2014,108.699997,109.75,108.400002,109.699997,101.87178,27442300
12-11-2014,109.379997,111.43,109.370003,111.25,103.311195,46942400
13-11-2014,111.800003,113.449997,111.599998,112.82,104.769142,59522900
14-11-2014,113.150002,114.190002,111.209999,114.18,106.032097,44063600
17-11-2014,114.269997,117.279999,113.300003,113.989998,105.855652,46746700
18-11-2014,113.940002,115.690002,113.889999,115.470001,107.230049,44224000
19-11-2014,115.440002,115.739998,113.800003,114.669998,106.487114,41869200
20-11-2014,114.910004,116.860001,114.849998,116.309998,108.010109,43395500
21-11-2014,117.510002,117.57,116.029999,116.470001,108.158691,57179300
24-11-2014,116.849998,118.769997,116.620003,118.629997,110.164543,47450800
25-11-2014,119.07,119.75,117.449997,117.599998,109.208054,68840400
26-11-2014,117.940002,119.099998,117.830002,119,110.508148,40768300
28-11-2014,119.269997,119.400002,118.050003,118.93,110.443123,24814400
01-12-2014,118.809998,119.25,111.269997,115.07,106.858582,83814000
02-12-2014,113.5,115.75,112.75,114.629997,106.449982,59348900
03-12-2014,115.75,116.349998,115.110001,115.93,107.657219,43063400
04-12-2014,115.769997,117.199997,115.290001,115.489998,107.248604,42044500
05-12-2014,115.989998,116.080002,114.639999,115,106.793579,38318900
08-12-2014,114.099998,114.650002,111.620003,112.400002,104.379112,57664900
09-12-2014,110.190002,114.300003,109.349998,114.120003,105.976402,60208000
10-12-2014,114.410004,114.849998,111.540001,111.949997,103.961235,44565300
11-12-2014,112.260002,113.800003,111.339996,111.620003,103.654778,41401700
12-12-2014,110.459999,111.870003,109.580002,109.730003,101.899651,56028100
15-12-2014,110.699997,111.599998,106.349998,108.230003,100.506699,67218100
16-12-2014,106.370003,110.160004,106.260002,106.75,99.132278,60790700
17-12-2014,107.120003,109.839996,106.82,109.410004,101.602486,53411800
18-12-2014,111.870003,112.650002,110.660004,112.650002,104.611275,59006200
19-12-2014,112.260002,113.239998,111.660004,111.779999,103.803352,88429800
22-12-2014,112.160004,113.489998,111.970001,112.940002,104.880577,45167500
23-12-2014,113.230003,113.330002,112.459999,112.540001,104.509132,26028400
24-12-2014,112.580002,112.709999,112.010002,112.010002,104.016945,14479600
26-12-2014,112.099998,114.519997,112.010002,113.989998,105.855652,33721000
29-12-2014,113.790001,114.769997,113.699997,113.910004,105.781364,27598900
30-12-2014,113.639999,113.919998,112.110001,112.519997,104.490555,29881500
31-12-2014,112.82,113.129997,110.209999,110.379997,102.503265,41403400
02-01-2015,111.389999,111.440002,107.349998,109.330002,101.528191,53204600
05-01-2015,108.290001,108.650002,105.410004,106.25,98.667984,64285500
06-01-2015,106.540001,107.43,104.629997,106.260002,98.677261,65797100
07-01-2015,107.199997,108.199997,106.699997,107.75,100.060936,40105900
08-01-2015,109.230003,112.150002,108.699997,111.889999,103.90551,59364500
09-01-2015,112.669998,113.25,110.209999,112.010002,104.016945,53699500
12-01-2015,112.599998,112.629997,108.800003,109.25,101.453903,49650800
13-01-2015,111.43,112.800003,108.910004,110.220001,102.354675,67091900
14-01-2015,109.040001,110.489998,108.5,109.800003,101.964645,48337000
15-01-2015,110,110.059998,106.660004,106.82,99.197289,60014000
16-01-2015,107.029999,107.580002,105.199997,105.989998,98.426529,78513300
20-01-2015,107.839996,108.970001,106.5,108.720001,100.961716,49899900
21-01-2015,108.949997,111.059998,108.269997,109.550003,101.732506,48575900
22-01-2015,110.260002,112.470001,109.720001,112.400002,104.379112,53796400
23-01-2015,112.300003,113.75,111.529999,112.980003,104.917725,46464800
26-01-2015,113.739998,114.360001,112.800003,113.099998,105.029175,55615000
27-01-2015,112.419998,112.480003,109.029999,109.139999,101.351738,95568700
28-01-2015,117.629997,118.120003,115.309998,115.309998,107.081474,146477100
29-01-2015,116.32,119.190002,115.559998,118.900002,110.415276,84436400
30-01-2015,118.400002,120,116.849998,117.160004,108.799446,83745500
02-02-2015,118.050003,119.169998,116.080002,118.629997,110.164543,62739100
03-02-2015,118.5,119.089996,117.610001,118.650002,110.183121,51915700
04-02-2015,118.5,120.510002,118.309998,119.559998,111.028168,70149700
05-02-2015,120.019997,120.230003,119.25,119.940002,111.820625,42246200
06-02-2015,120.019997,120.25,118.449997,118.93,110.879021,43706600
09-02-2015,118.550003,119.839996,118.43,119.720001,111.615524,38889800
10-02-2015,120.169998,122.150002,120.160004,122.019997,113.759834,62008500
11-02-2015,122.769997,124.919998,122.5,124.879997,116.426216,73561800
12-02-2015,126.059998,127.480003,125.57,126.459999,117.899254,74474500
13-02-2015,127.279999,127.279999,125.650002,127.080002,118.477295,54272200
17-02-2015,127.489998,128.880005,126.919998,127.830002,119.176529,63152400
18-02-2015,127.629997,128.779999,127.449997,128.720001,120.006287,44891700
19-02-2015,128.479996,129.029999,128.330002,128.449997,119.754547,37362400
20-02-2015,128.619995,129.5,128.050003,129.5,120.733452,48948400
23-02-2015,130.020004,133,129.660004,133,123.996544,70974100
24-02-2015,132.940002,133.600006,131.169998,132.169998,123.22274,69228100
25-02-2015,131.559998,131.600006,128.149994,128.789993,120.071518,74711700
26-02-2015,128.789993,130.869995,126.610001,130.419998,121.591179,91287500
27-02-2015,130,130.570007,128.240005,128.460007,119.763885,62014800
02-03-2015,129.25,130.279999,128.300003,129.089996,120.351219,48096700
03-03-2015,128.960007,129.520004,128.089996,129.360001,120.602966,37816300
04-03-2015,129.100006,129.559998,128.320007,128.539993,119.838455,31666300
05-03-2015,128.580002,128.75,125.760002,126.410004,117.852661,56517100
06-03-2015,128.399994,129.369995,126.260002,126.599998,118.029785,72842100
09-03-2015,127.959999,129.570007,125.059998,127.139999,118.533218,88528500
10-03-2015,126.410004,127.220001,123.800003,124.510002,116.081268,68856600
11-03-2015,124.75,124.769997,122.110001,122.239998,113.964943,68939000
12-03-2015,122.309998,124.900002,121.629997,124.449997,116.02533,48362700
13-03-2015,124.400002,125.400002,122.580002,123.589996,115.223557,51827300
16-03-2015,123.879997,124.949997,122.870003,124.949997,116.491478,35874300
17-03-2015,125.900002,127.32,125.650002,127.040001,118.43998,51023100
18-03-2015,127,129.160004,126.370003,128.470001,119.773201,65270900
19-03-2015,128.75,129.25,127.400002,127.5,118.868874,45809500
20-03-2015,128.25,128.399994,125.160004,125.900002,117.377174,68695100
23-03-2015,127.120003,127.849998,126.519997,127.209999,118.598503,37709700
24-03-2015,127.230003,128.039993,126.559998,126.690002,118.113708,32842300
25-03-2015,126.540001,126.82,123.379997,123.379997,115.027771,51655200
26-03-2015,122.760002,124.879997,122.599998,124.239998,115.829559,47572900
27-03-2015,124.57,124.699997,122.910004,123.25,114.906578,39546200
30-03-2015,124.050003,126.400002,124,126.370003,117.815361,47099700
31-03-2015,126.089996,126.489998,124.360001,124.43,116.006676,42090600
01-04-2015,124.82,125.120003,123.099998,124.25,115.83886,40621400
02-04-2015,125.029999,125.559998,124.190002,125.32,116.836441,32220100
06-04-2015,124.470001,127.510002,124.330002,127.349998,118.729012,37194000
07-04-2015,127.639999,128.119995,125.980003,126.010002,117.479729,35012300
08-04-2015,125.849998,126.400002,124.970001,125.599998,117.097473,37329200
09-04-2015,125.849998,126.580002,124.660004,126.559998,117.992477,32484000
10-04-2015,125.949997,127.209999,125.260002,127.099998,118.495934,40188000
13-04-2015,128.369995,128.570007,126.610001,126.849998,118.262863,36365100
14-04-2015,127,127.290001,125.910004,126.300003,117.750107,25524600
15-04-2015,126.410004,127.129997,126.010002,126.779999,118.197601,28970400
16-04-2015,126.279999,127.099998,126.110001,126.169998,117.628891,28369000
17-04-2015,125.550003,126.139999,124.459999,124.75,116.305008,51957000
20-04-2015,125.57,128.119995,125.169998,127.599998,118.962082,47054300
21-04-2015,128.100006,128.199997,126.669998,126.910004,118.318817,32435100
22-04-2015,126.989998,128.869995,126.32,128.619995,119.913033,37654500
23-04-2015,128.300003,130.419998,128.139999,129.669998,120.891975,45770900
24-04-2015,130.490005,130.630005,129.229996,130.279999,121.460663,44525900
27-04-2015,132.309998,133.130005,131.149994,132.649994,123.670227,96954200
28-04-2015,134.460007,134.539993,129.570007,130.559998,121.721718,118924000
29-04-2015,130.160004,131.589996,128.300003,128.639999,119.931686,63386100
30-04-2015,128.639999,128.639999,124.580002,125.150002,116.677956,83195400
01-05-2015,126.099998,130.130005,125.300003,128.949997,120.220688,58512600
04-05-2015,129.5,130.570007,128.259995,128.699997,119.987633,50988300
05-05-2015,128.149994,128.449997,125.779999,125.800003,117.283951,49271400
06-05-2015,126.559998,126.75,123.360001,125.010002,116.547424,72141000
07-05-2015,124.769997,126.080002,124.019997,125.260002,117.268303,43940900
08-05-2015,126.68,127.620003,126.110001,127.620003,119.477737,55550400
11-05-2015,127.389999,127.559998,125.629997,126.32,118.260674,42035800
12-05-2015,125.599998,126.879997,124.82,125.870003,117.839386,48160000
13-05-2015,126.150002,127.190002,125.870003,126.010002,117.970436,34694200
14-05-2015,127.410004,128.949997,127.160004,128.949997,120.72287,45203500
15-05-2015,129.070007,129.490005,128.210007,128.770004,120.554352,38208000
18-05-2015,128.380005,130.720001,128.360001,130.190002,121.883774,50882900
19-05-2015,130.690002,130.880005,129.639999,130.070007,121.771431,44633200
20-05-2015,130,130.979996,129.339996,130.059998,121.762047,36454900
21-05-2015,130.070007,131.630005,129.830002,131.389999,123.007195,39730400
22-05-2015,131.600006,132.970001,131.399994,132.539993,124.083832,45596000
26-05-2015,132.600006,132.910004,129.119995,129.619995,121.350128,70697600
27-05-2015,130.339996,132.259995,130.050003,132.039993,123.615738,45833200
28-05-2015,131.860001,131.949997,131.100006,131.779999,123.372292,30733300
29-05-2015,131.229996,131.449997,129.899994,130.279999,121.96801,50884500
01-06-2015,130.279999,131.389999,130.050003,130.539993,122.211426,32112800
02-06-2015,129.860001,130.660004,129.320007,129.960007,121.668449,33667600
03-06-2015,130.660004,130.940002,129.899994,130.119995,121.81823,30889400
04-06-2015,129.580002,130.580002,128.910004,129.360001,121.106728,38450100
05-06-2015,129.5,129.690002,128.360001,128.649994,120.442009,35626800
08-06-2015,128.899994,129.210007,126.830002,127.800003,119.64624,52674800
09-06-2015,126.699997,128.080002,125.620003,127.419998,119.290497,56075400
10-06-2015,127.919998,129.339996,127.849998,128.880005,120.657349,39087300
11-06-2015,129.179993,130.179993,128.479996,128.589996,120.385834,35390900
12-06-2015,128.190002,128.330002,127.110001,127.169998,119.056442,36886200
15-06-2015,126.099998,127.239998,125.709999,126.919998,118.822388,43988900
16-06-2015,127.029999,127.849998,126.370003,127.599998,119.459007,31494100
17-06-2015,127.720001,127.879997,126.739998,127.300003,119.178154,32918100
18-06-2015,127.230003,128.309998,127.220001,127.879997,119.72113,35407200
19-06-2015,127.709999,127.82,126.400002,126.599998,118.522812,54716900
22-06-2015,127.489998,128.059998,127.080002,127.610001,119.468369,34039300
23-06-2015,127.480003,127.610001,126.879997,127.029999,118.925377,30268900
24-06-2015,127.209999,129.800003,127.120003,128.110001,119.936462,55280900
25-06-2015,128.860001,129.199997,127.5,127.5,119.365395,31938100
26-06-2015,127.669998,127.989998,126.510002,126.75,118.663246,44066800
29-06-2015,125.459999,126.470001,124.480003,124.529999,116.584877,49161400
30-06-2015,125.57,126.120003,124.860001,125.43,117.427444,44370700
01-07-2015,126.900002,126.940002,125.989998,126.599998,118.522812,30238800
02-07-2015,126.43,126.690002,125.769997,126.440002,118.373024,27211000
06-07-2015,124.940002,126.230003,124.849998,126,117.96109,28060400
07-07-2015,125.889999,126.150002,123.769997,125.690002,117.67086,46946800
08-07-2015,124.480003,124.639999,122.540001,122.57,114.749931,60761600
09-07-2015,123.849998,124.059998,119.220001,120.07,112.409424,77821600
10-07-2015,121.940002,123.849998,121.209999,123.279999,115.414635,61354500
13-07-2015,125.029999,125.760002,124.32,125.660004,117.642792,41440500
14-07-2015,126.040001,126.370003,125.040001,125.610001,117.59597,31768100
15-07-2015,125.720001,127.150002,125.580002,126.82,118.728775,33649200
16-07-2015,127.739998,128.570007,127.349998,128.509995,120.310944,36222400
17-07-2015,129.080002,129.619995,128.309998,129.619995,121.350128,46164700
20-07-2015,130.970001,132.970001,130.699997,132.070007,123.643814,58900200
21-07-2015,132.850006,132.919998,130.320007,130.75,122.408051,76756400
22-07-2015,121.989998,125.5,121.989998,125.220001,117.230843,115450600
23-07-2015,126.199997,127.089996,125.059998,125.160004,117.174683,50999500
24-07-2015,125.32,125.739998,123.900002,124.5,116.55677,42162300
